RX Date/Time,Mask Temp(field 1),Room Temp(field 2),Delta(field 3),Tank Temp(field 4)
2022/07/15/ 15:53:39::625,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:53:44::688,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:53:49::753,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:53:54::820,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:53:59::881,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:54:04::945,Temp Test,11.3125,21.6875,0.6875,10.375
2022/07/15/ 15:54:10::008,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:54:15::072,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:54:20::136,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:54:25::200,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:54:30::264,Temp Test,11.25,21.6875,0.8125,10.4375
2022/07/15/ 15:54:35::328,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:54:40::392,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:54:45::458,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:54:50::522,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:54:55::586,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:55:00::650,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:55:05::714,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:55:10::778,Temp Test,11.25,21.6875,0.6875,10.4375
2022/07/15/ 15:55:15::842,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:55:20::905,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:55:25::969,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:55:31::034,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:55:36::098,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:55:41::162,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:55:46::226,Temp Test,11.25,21.6875,0.75,10.4375
2022/07/15/ 15:55:51::289,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:55:56::353,Temp Test,11.25,21.625,0.8125,10.375
2022/07/15/ 15:56:01::419,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:56:06::481,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:56:11::545,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:56:16::609,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:56:21::674,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:56:26::739,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:56:31::803,Temp Test,11.1875,21.625,0.75,10.4375
2022/07/15/ 15:56:36::867,Temp Test,11.25,21.625,0.75,10.375
2022/07/15/ 15:56:41::931,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:56:46::995,Temp Test,11.25,21.625,0.8125,10.375
2022/07/15/ 15:56:52::059,Temp Test,11.25,21.625,0.8125,10.375
2022/07/15/ 15:56:57::132,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:57:02::187,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:57:07::251,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 15:57:12::320,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:57:17::379,Temp Test,11.1875,21.6875,0.75,10.5
2022/07/15/ 15:57:22::443,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:57:27::507,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:57:32::571,Temp Test,11.1875,21.625,0.75,10.4375
2022/07/15/ 15:57:37::635,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:57:42::699,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:57:47::762,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:57:52::828,Temp Test,11.1875,21.625,0.75,10.4375
2022/07/15/ 15:57:57::892,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:58:02::957,Temp Test,11.1875,21.625,0.75,10.4375
2022/07/15/ 15:58:08::021,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:58:13::084,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:58:18::148,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:58:23::212,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:58:28::276,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:58:33::340,Temp Test,11.125,21.625,0.8125,10.5
2022/07/15/ 15:58:38::404,Temp Test,11.125,21.625,0.8125,10.5
2022/07/15/ 15:58:43::469,Temp Test,11.125,21.625,0.8125,10.5
2022/07/15/ 15:58:48::533,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:58:53::596,Temp Test,11.125,21.625,0.8125,10.5
2022/07/15/ 15:58:58::660,Temp Test,11.1875,21.625,0.875,10.4375
2022/07/15/ 15:59:03::724,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:59:08::788,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:59:13::852,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:59:18::919,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:59:23::982,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:59:29::046,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 15:59:34::110,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:59:39::174,Temp Test,11.125,21.625,0.875,10.5
2022/07/15/ 15:59:44::238,Temp Test,11.1875,21.625,0.8125,10.4375
2022/07/15/ 15:59:49::302,Temp Test,11.1875,21.625,0.875,10.4375
2022/07/15/ 15:59:54::366,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 15:59:59::430,Temp Test,11.1875,21.625,0.875,10.4375
2022/07/15/ 16:00:04::495,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 16:00:09::558,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:00:14::622,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 16:00:19::686,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:00:24::750,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:00:29::814,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:00:34::878,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:00:39::942,Temp Test,11.125,21.625,0.875,10.5
2022/07/15/ 16:00:45::006,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:00:50::071,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:00:55::135,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:01:00::200,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:01:05::264,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:01:10::328,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:01:15::392,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:01:20::456,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:01:25::520,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:01:30::585,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 16:01:35::648,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:01:40::713,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:01:45::776,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:01:50::840,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:01:55::904,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:02:00::968,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:02:06::033,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:02:11::097,Temp Test,11.1875,21.6875,0.8125,10.5
2022/07/15/ 16:02:16::161,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:02:21::224,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:02:26::290,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:02:31::354,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:02:36::419,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:02:41::482,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:02:46::545,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:02:51::610,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:02:56::674,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:03:01::738,Temp Test,11.125,21.75,0.875,10.625
2022/07/15/ 16:03:06::802,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:03:11::866,Temp Test,11.1875,21.6875,0.875,10.5
2022/07/15/ 16:03:16::930,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:03:21::994,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:03:27::058,Temp Test,11.125,21.75,0.875,10.625
2022/07/15/ 16:03:32::136,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:03:37::187,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:03:42::250,Temp Test,11.125,21.75,0.875,10.625
2022/07/15/ 16:03:47::315,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:03:52::378,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:03:57::442,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:04:02::507,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:04:07::571,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:04:12::635,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:04:17::701,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:04:22::764,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:04:27::828,Temp Test,11.125,21.75,0.875,10.625
2022/07/15/ 16:04:32::893,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:04:37::956,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:04:43::020,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:04:48::084,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:04:53::149,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:04:58::212,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:05:03::277,Temp Test,11.1875,21.75,0.8125,10.5625
2022/07/15/ 16:05:08::341,Temp Test,11.125,21.75,0.875,10.625
2022/07/15/ 16:05:13::405,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:05:18::469,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:05:23::533,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:05:28::596,Temp Test,11.125,21.75,0.8125,10.625
2022/07/15/ 16:05:33::661,Temp Test,11.125,21.75,0.875,10.625
2022/07/15/ 16:05:38::726,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:05:43::789,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:05:48::854,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:05:53::918,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:05:58::982,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:04::046,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:09::110,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:06:14::174,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:06:19::238,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:24::302,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:29::366,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:34::430,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:39::494,Temp Test,11.125,21.75,0.875,10.625
2022/07/15/ 16:06:44::558,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:49::622,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:06:54::686,Temp Test,11.0625,21.6875,0.875,10.625
2022/07/15/ 16:06:59::750,Temp Test,11.125,21.6875,0.8125,10.5625
2022/07/15/ 16:07:04::817,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:07:09::879,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:07:14::944,Temp Test,11.0625,21.6875,0.875,10.625
2022/07/15/ 16:07:20::008,Temp Test,11.0625,21.625,0.875,10.5625
2022/07/15/ 16:07:25::072,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:07:30::135,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:07:35::199,Temp Test,11.125,21.625,0.9375,10.5
2022/07/15/ 16:07:40::263,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:07:45::327,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:07:50::391,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:07:55::455,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:08:00::520,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:08:05::584,Temp Test,11.125,21.6875,0.875,10.5625
2022/07/15/ 16:08:10::648,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:08:15::712,Temp Test,11.0625,21.6875,0.875,10.625
2022/07/15/ 16:08:20::775,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:08:25::840,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:08:30::903,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:08:35::969,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:08:41::033,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:08:46::098,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:08:51::162,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:08:56::225,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:09:01::289,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:09:06::353,Temp Test,11.0625,21.6875,0.9375,10.625
2022/07/15/ 16:09:11::419,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:09:16::481,Temp Test,11.0625,21.6875,1.0,10.625
2022/07/15/ 16:09:21::545,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:09:26::609,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:09:31::674,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:09:36::737,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:09:41::801,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:09:46::865,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:09:51::929,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:09:56::993,Temp Test,11.125,21.6875,0.9375,10.5625
2022/07/15/ 16:10:02::057,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:10:07::132,Temp Test,11.125,21.75,1.0,10.625
2022/07/15/ 16:10:12::187,Temp Test,11.1875,21.75,1.0625,10.5625
2022/07/15/ 16:10:17::251,Temp Test,11.125,21.75,1.0,10.625
2022/07/15/ 16:10:22::314,Temp Test,11.125,21.75,1.0,10.625
2022/07/15/ 16:10:27::379,Temp Test,11.125,21.6875,1.0625,10.5625
2022/07/15/ 16:10:32::443,Temp Test,11.125,21.6875,1.0625,10.5625
2022/07/15/ 16:10:37::506,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:10:42::570,Temp Test,11.125,21.75,1.0625,10.625
2022/07/15/ 16:10:47::634,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:10:52::697,Temp Test,11.125,21.75,1.0625,10.625
2022/07/15/ 16:10:57::762,Temp Test,11.1875,21.75,1.0625,10.5625
2022/07/15/ 16:11:02::826,Temp Test,11.1875,21.75,1.0,10.5625
2022/07/15/ 16:11:07::890,Temp Test,11.125,21.6875,1.0,10.5625
2022/07/15/ 16:11:12::955,Temp Test,11.125,21.6875,1.0625,10.5625
2022/07/15/ 16:11:18::018,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:11:23::082,Temp Test,11.125,21.75,1.0625,10.625
2022/07/15/ 16:11:28::146,Temp Test,11.1875,21.75,1.0,10.5625
2022/07/15/ 16:11:33::210,Temp Test,11.1875,21.6875,1.0,10.5
2022/07/15/ 16:11:38::274,Temp Test,11.125,21.6875,1.0625,10.5625
2022/07/15/ 16:11:43::340,Temp Test,11.1875,21.75,1.125,10.5625
2022/07/15/ 16:11:48::404,Temp Test,11.1875,21.6875,1.0625,10.5
2022/07/15/ 16:11:53::468,Temp Test,11.1875,21.6875,1.0625,10.5
2022/07/15/ 16:11:58::532,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:12:03::595,Temp Test,11.1875,21.6875,1.0625,10.5
2022/07/15/ 16:12:08::659,Temp Test,11.1875,21.75,1.0625,10.5625
2022/07/15/ 16:12:13::723,Temp Test,11.1875,21.75,1.125,10.5625
2022/07/15/ 16:12:18::787,Temp Test,11.1875,21.6875,1.0625,10.5
2022/07/15/ 16:12:23::852,Temp Test,11.1875,21.75,1.0625,10.5625
2022/07/15/ 16:12:28::921,Temp Test,11.1875,21.75,1.0625,10.5625
2022/07/15/ 16:12:33::980,Temp Test,11.1875,21.6875,1.0625,10.5
2022/07/15/ 16:12:39::044,Temp Test,11.1875,21.6875,1.0625,10.5
2022/07/15/ 16:12:44::108,Temp Test,11.1875,21.75,1.0625,10.5625
2022/07/15/ 16:12:49::172,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:12:54::236,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:12:59::300,Temp Test,11.1875,21.75,1.125,10.5625
2022/07/15/ 16:13:04::364,Temp Test,11.1875,21.75,1.0625,10.5625
2022/07/15/ 16:13:09::428,Temp Test,11.25,21.6875,1.0625,10.4375
2022/07/15/ 16:13:14::493,Temp Test,11.1875,21.75,1.125,10.5625
2022/07/15/ 16:13:19::558,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:13:24::621,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:13:29::685,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:13:34::749,Temp Test,11.1875,21.75,1.125,10.5625
2022/07/15/ 16:13:39::813,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:13:44::876,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:13:49::941,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:13:55::004,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:14:00::069,Temp Test,11.25,21.75,1.125,10.5
2022/07/15/ 16:14:05::133,Temp Test,11.25,21.6875,1.1875,10.4375
2022/07/15/ 16:14:10::197,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:14:15::260,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:14:20::324,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:14:25::388,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:14:30::452,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:14:35::522,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:14:40::579,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:14:45::646,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:14:50::709,Temp Test,11.25,21.75,1.125,10.5
2022/07/15/ 16:14:55::774,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:15:00::837,Temp Test,11.25,21.75,1.125,10.5
2022/07/15/ 16:15:05::901,Temp Test,11.1875,21.6875,1.125,10.5
2022/07/15/ 16:15:10::964,Temp Test,11.25,21.75,1.125,10.5
2022/07/15/ 16:15:16::028,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:15:21::092,Temp Test,11.25,21.75,1.125,10.5
2022/07/15/ 16:15:26::156,Temp Test,11.25,21.6875,1.0625,10.4375
2022/07/15/ 16:15:31::220,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:15:36::284,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:15:41::349,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:15:46::413,Temp Test,11.25,21.6875,1.0625,10.4375
2022/07/15/ 16:15:51::477,Temp Test,11.25,21.6875,1.0625,10.4375
2022/07/15/ 16:15:56::540,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:16:01::604,Temp Test,11.25,21.75,1.0625,10.5
2022/07/15/ 16:16:06::668,Temp Test,11.25,21.75,1.125,10.5
2022/07/15/ 16:16:11::732,Temp Test,11.3125,21.6875,1.0625,10.375
2022/07/15/ 16:16:16::796,Temp Test,11.25,21.75,1.0625,10.5
2022/07/15/ 16:16:21::862,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:16:26::926,Temp Test,11.25,21.75,1.125,10.5
2022/07/15/ 16:16:31::990,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:16:37::054,Temp Test,11.3125,21.75,1.0625,10.4375
2022/07/15/ 16:16:42::136,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:16:47::181,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:16:52::245,Temp Test,11.3125,21.75,1.0625,10.4375
2022/07/15/ 16:16:57::309,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:17:02::373,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:17:07::437,Temp Test,11.3125,21.75,1.0625,10.4375
2022/07/15/ 16:17:12::501,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:17:17::565,Temp Test,11.3125,21.75,1.125,10.4375
2022/07/15/ 16:17:22::629,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:17:27::693,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:17:32::757,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:17:37::821,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:17:42::884,Temp Test,11.3125,21.75,1.125,10.4375
2022/07/15/ 16:17:47::948,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:17:53::015,Temp Test,11.25,21.6875,1.125,10.4375
2022/07/15/ 16:17:58::079,Temp Test,11.3125,21.75,1.125,10.4375
2022/07/15/ 16:18:03::143,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:18:08::207,Temp Test,11.3125,21.6875,1.1875,10.375
2022/07/15/ 16:18:13::270,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:18:18::334,Temp Test,11.3125,21.75,1.1875,10.4375
2022/07/15/ 16:18:23::398,Temp Test,11.3125,21.75,1.125,10.4375
2022/07/15/ 16:18:28::462,Temp Test,11.3125,21.6875,1.125,10.375
2022/07/15/ 16:18:33::526,Temp Test,11.3125,21.6875,1.1875,10.375
2022/07/15/ 16:18:38::590,Temp Test,11.3125,21.6875,1.1875,10.375
2022/07/15/ 16:18:43::655,Temp Test,11.375,21.6875,1.125,10.3125
2022/07/15/ 16:18:48::721,Temp Test,11.3125,21.6875,1.1875,10.375
2022/07/15/ 16:18:53::782,Temp Test,11.375,21.75,1.1875,10.375
2022/07/15/ 16:18:58::846,Temp Test,11.3125,21.75,1.1875,10.4375
2022/07/15/ 16:19:03::910,Temp Test,11.3125,21.75,1.1875,10.4375
2022/07/15/ 16:19:08::974,Temp Test,11.3125,21.75,1.1875,10.4375
2022/07/15/ 16:19:14::038,Temp Test,11.3125,21.75,1.1875,10.4375
2022/07/15/ 16:19:19::102,Temp Test,11.375,21.6875,1.1875,10.3125
2022/07/15/ 16:19:24::167,Temp Test,11.3125,21.6875,1.1875,10.375
2022/07/15/ 16:19:29::232,Temp Test,11.3125,21.75,1.1875,10.4375
2022/07/15/ 16:19:34::295,Temp Test,11.3125,21.75,1.1875,10.4375
2022/07/15/ 16:19:39::359,Temp Test,11.3125,21.6875,1.25,10.375
2022/07/15/ 16:19:44::423,Temp Test,11.3125,21.6875,1.1875,10.375
2022/07/15/ 16:19:49::487,Temp Test,11.3125,21.6875,1.1875,10.375
2022/07/15/ 16:19:54::551,Temp Test,11.3125,21.6875,1.25,10.375
2022/07/15/ 16:19:59::620,Temp Test,11.375,21.6875,1.25,10.3125
2022/07/15/ 16:20:04::679,Temp Test,11.3125,21.75,1.25,10.4375
2022/07/15/ 16:20:09::743,Temp Test,11.375,21.6875,1.25,10.3125
2022/07/15/ 16:20:14::808,Temp Test,11.375,21.6875,1.25,10.3125
2022/07/15/ 16:20:19::871,Temp Test,11.375,21.75,1.25,10.375
2022/07/15/ 16:20:24::935,Temp Test,11.3125,21.6875,1.25,10.375
2022/07/15/ 16:20:29::999,Temp Test,11.375,21.6875,1.25,10.3125
2022/07/15/ 16:20:35::063,Temp Test,11.375,21.6875,1.1875,10.3125
2022/07/15/ 16:20:40::135,Temp Test,11.375,21.6875,1.25,10.3125
2022/07/15/ 16:20:45::190,Temp Test,11.375,21.6875,1.25,10.3125
2022/07/15/ 16:20:50::254,Temp Test,11.375,21.6875,1.3125,10.3125
2022/07/15/ 16:20:55::320,Temp Test,11.375,21.6875,1.3125,10.3125
2022/07/15/ 16:21:00::383,Temp Test,11.375,21.6875,1.3125,10.3125
2022/07/15/ 16:21:05::448,Temp Test,11.375,21.6875,1.3125,10.3125
2022/07/15/ 16:21:10::512,Temp Test,11.4375,21.75,1.3125,10.3125
2022/07/15/ 16:21:15::576,Temp Test,11.4375,21.75,1.3125,10.3125
2022/07/15/ 16:21:20::640,Temp Test,11.4375,21.6875,1.3125,10.25
2022/07/15/ 16:21:25::704,Temp Test,11.375,21.6875,1.375,10.3125
2022/07/15/ 16:21:30::768,Temp Test,11.375,21.6875,1.3125,10.3125
2022/07/15/ 16:21:35::831,Temp Test,11.375,21.75,1.375,10.375
2022/07/15/ 16:21:40::895,Temp Test,11.375,21.75,1.375,10.375
2022/07/15/ 16:21:45::959,Temp Test,11.375,21.6875,1.375,10.3125
2022/07/15/ 16:21:51::024,Temp Test,11.375,21.6875,1.375,10.3125
2022/07/15/ 16:21:56::088,Temp Test,11.375,21.6875,1.375,10.3125
2022/07/15/ 16:22:01::151,Temp Test,11.375,21.6875,1.375,10.3125
2022/07/15/ 16:22:06::215,Temp Test,11.375,21.6875,1.375,10.3125
2022/07/15/ 16:22:11::279,Temp Test,11.4375,21.6875,1.375,10.25
